url,라벨_기준,판정_기준,ACCS_기준,sufficiency_기준,라벨_최대,판정_최대,ACCS_최대,sufficiency_최대
https://prod.danawa.com/info/?pcode=78307496,정상,Normal,51.79,0.1219,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=122618393,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=96985331,정상,Normal,45.97,0.0,정상,Normal,50.42,0.0
https://prod.danawa.com/info/?pcode=61442093,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=108406814,정상,Credible,71.92,0.8186,정상,Credible,71.77,0.8261
https://prod.danawa.com/info/?pcode=103480508,워싱,Suspected,0.0,0.0,워싱,Suspected,0.0,0.0
https://prod.danawa.com/info/?pcode=100005752,워싱,Suspected,0.0,0.0,워싱,Suspected,0.0,0.0
https://prod.danawa.com/info/?pcode=19159592,정상,Normal,57.91,0.4863,정상,Normal,61.18,0.4983
https://prod.danawa.com/info/?pcode=65304650,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=77966207,정상,Normal,64.01,0.5442,정상,Normal,64.66,0.5442
https://prod.danawa.com/info/?pcode=101011958,워싱,Suspected,0.0,0.0,워싱,Suspected,0.0,0.0
https://prod.danawa.com/info/?pcode=78972326,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=106749662,정상,Credible,72.95,0.7941,정상,Credible,73.32,0.7941
https://prod.danawa.com/info/?pcode=91869254,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=20260577,정상,Normal,51.79,0.1219,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=122628168,정상,Normal,51.79,0.1219,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=18689777,정상,Normal,46.85,0.0781,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=95933222,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=107992172,정상,Normal,44.0,0.0389,정상,Normal,53.59,0.1288
https://prod.danawa.com/info/?pcode=103694672,정상,Suspected,0.0,0.0,정상,Suspected,0.0,0.0
https://prod.danawa.com/info/?pcode=122664605,정상,Normal,50.03,0.0903,정상,Normal,57.25,0.1349
https://prod.danawa.com/info/?pcode=71964671,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=94639523,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=106695269,정상,Normal,38.33,0.0,정상,Normal,38.33,0.0
https://prod.danawa.com/info/?pcode=65353772,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=92355719,정상,Normal,47.92,0.0888,정상,Normal,54.27,0.1307
https://prod.danawa.com/info/?pcode=104939939,정상,Normal,56.33,0.3072,정상,Normal,60.01,0.3788
https://prod.danawa.com/info/?pcode=70001618,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=76465637,정상,Normal,47.91,0.0787,정상,Normal,55.72,0.1322
https://prod.danawa.com/info/?pcode=94524113,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=122618395,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=105181940,워싱,Suspected,0.0,0.0,워싱,Suspected,0.0,0.0
https://prod.danawa.com/info/?pcode=122645999,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=70001663,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=106695326,정상,Normal,37.73,0.0,정상,Normal,38.33,0.0
https://prod.danawa.com/info/?pcode=108353024,정상,Normal,46.88,0.0784,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=73121762,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=122634004,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=94691054,정상,Normal,48.44,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=91041728,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=78178016,정상,Credible,71.91,0.8186,정상,Credible,71.75,0.8261
https://prod.danawa.com/info/?pcode=70001678,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=106758422,정상,Normal,50.03,0.0903,정상,Normal,57.25,0.1349
https://prod.danawa.com/info/?pcode=122634019,정상,Normal,40.84,0.0673,정상,Normal,40.84,0.0673
https://prod.danawa.com/info/?pcode=96711446,정상,Normal,48.44,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=104592116,정상,Credible,71.46,0.7734,정상,Credible,72.34,0.7849
https://prod.danawa.com/info/?pcode=122620625,정상,Washing,0.0,0.0,정상,Normal,53.95,0.1288
https://prod.danawa.com/info/?pcode=73121774,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=122628171,정상,Normal,51.79,0.1219,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=94572410,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=104592122,정상,Credible,71.46,0.7734,정상,Credible,72.34,0.7849
https://prod.danawa.com/info/?pcode=106702373,정상,Normal,58.84,0.4922,정상,Normal,61.25,0.5
https://prod.danawa.com/info/?pcode=103751669,정상,Credible,74.28,0.7942,정상,Credible,74.65,0.7942
https://prod.danawa.com/info/?pcode=102356192,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=95203526,정상,Credible,71.91,0.8186,정상,Credible,71.75,0.8261
https://prod.danawa.com/info/?pcode=95203442,정상,Credible,71.91,0.8186,정상,Credible,71.75,0.8261
https://prod.danawa.com/info/?pcode=75933530,정상,Normal,48.44,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=93181205,정상,Normal,51.79,0.1219,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=108229331,정상,Normal,50.03,0.0903,정상,Normal,57.25,0.1349
https://prod.danawa.com/info/?pcode=96985346,정상,Normal,45.97,0.0,정상,Normal,50.42,0.0
https://prod.danawa.com/info/?pcode=108463712,정상,Normal,49.39,0.1181,정상,Normal,57.2,0.1342
https://prod.danawa.com/info/?pcode=94259567,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=102489455,정상,Normal,49.39,0.1181,정상,Normal,57.2,0.1342
https://prod.danawa.com/info/?pcode=77621606,정상,Normal,49.39,0.1181,정상,Normal,57.2,0.1342
https://prod.danawa.com/info/?pcode=108401885,정상,Credible,71.93,0.8186,정상,Credible,71.78,0.8261
https://prod.danawa.com/info/?pcode=108463688,정상,Normal,49.39,0.1181,정상,Normal,57.2,0.1342
https://prod.danawa.com/info/?pcode=94639772,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=18698627,정상,Normal,46.85,0.0784,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=17432099,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
https://prod.danawa.com/info/?pcode=70001636,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=91041716,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=122618344,정상,Normal,59.58,0.4193,정상,Normal,62.31,0.4193
https://prod.danawa.com/info/?pcode=122626145,정상,Normal,49.84,0.1181,정상,Normal,54.22,0.1301
